Date,Open,High,Low,Close,Adj Close,Volume
2015-02-20,209.47999572753906,211.3300018310547,208.72999572753906,211.24000549316406,189.47152709960938,140896400
2015-02-23,210.94000244140625,211.2100067138672,210.47999572753906,211.2100067138672,189.44459533691406,74411100
2015-02-24,211.1199951171875,212.0500030517578,210.75999450683594,211.80999755859375,189.9827423095703,72472300
2015-02-25,211.66000366210938,212.24000549316406,211.22000122070312,211.6300048828125,189.82130432128906,73061700
2015-02-26,211.52000427246094,211.7100067138672,210.64999389648438,211.3800048828125,189.59710693359375,72697900
2015-02-27,211.25999450683594,211.5800018310547,210.60000610351562,210.66000366210938,188.95127868652344,108076000
2015-03-02,210.77999877929688,212.05999755859375,210.72000122070312,211.99000549316406,190.14425659179688,87491400
2015-03-03,211.47000122070312,212.0500030517578,210.0800018310547,211.1199951171875,189.3638458251953,110325800
2015-03-04,210.39999389648438,210.49000549316406,209.05999755859375,210.22999572753906,188.56556701660156,114497200
2015-03-05,210.6199951171875,210.8000030517578,209.85000610351562,210.4600067138672,188.7718505859375,76873000
2015-03-06,209.4199981689453,209.94000244140625,207.10000610351562,207.5,186.1168975830078,188128000
2015-03-09,207.74000549316406,208.7899932861328,207.5500030517578,208.36000061035156,186.88824462890625,89818900
2015-03-10,206.7100067138672,206.80999755859375,204.92999267578125,204.97999572753906,183.8566436767578,157121300
2015-03-11,205.2899932861328,205.5,204.39999389648438,204.5,183.4260711669922,110145700
2015-03-12,205.25999450683594,207.17999267578125,205.1999969482422,207.10000610351562,185.75811767578125,93993500
2015-03-13,206.77000427246094,207.92999267578125,204.5800018310547,205.8300018310547,184.61903381347656,162410900
2015-03-16,206.7100067138672,208.69000244140625,205.86000061035156,208.5800018310547,187.08560180664062,136099200
2015-03-17,207.69000244140625,208.4199981689453,206.97999572753906,207.9600067138672,186.52951049804688,94510400
2015-03-18,207.38999938964844,211.27000427246094,206.6199951171875,210.4600067138672,188.7718505859375,228808500
2015-03-19,209.9600067138672,210.47000122070312,209.02999877929688,209.5,187.91082763671875,117917300
2015-03-20,209.7100067138672,211.02000427246094,209.49000549316406,210.41000366210938,189.56947326660156,177715100
2015-03-23,210.4199981689453,211.11000061035156,210.0,210.0,189.20010375976562,71784500
2015-03-24,209.85000610351562,210.39999389648438,208.74000549316406,208.82000732421875,188.136962890625,77805300
2015-03-25,209.07000732421875,209.35000610351562,205.7100067138672,205.75999450683594,185.3800506591797,159521700
2015-03-26,204.9600067138672,206.3699951171875,204.1199951171875,205.27000427246094,184.93856811523438,153067200
2015-03-27,205.1300048828125,205.9499969482422,204.89999389648438,205.74000549316406,185.36199951171875,118939000
2015-03-30,206.97999572753906,208.61000061035156,206.9600067138672,208.25,187.62338256835938,96180400
2015-03-31,207.25999450683594,208.10000610351562,206.36000061035156,206.42999267578125,185.9836883544922,126768700
2015-04-01,206.38999938964844,206.4199981689453,204.50999450683594,205.6999969482422,185.32601928710938,137303600
2015-04-02,205.6199951171875,206.97999572753906,205.39999389648438,206.44000244140625,185.99269104003906,86900900
2015-04-06,205.3699951171875,208.4499969482422,205.2100067138672,207.8300018310547,187.24501037597656,114368200
2015-04-07,207.86000061035156,208.75999450683594,207.24000549316406,207.27999877929688,186.74945068359375,81236300
2015-04-08,207.5500030517578,208.50999450683594,207.0800018310547,207.97999572753906,187.380126953125,89351900
2015-04-09,207.77999877929688,209.17999267578125,207.19000244140625,208.89999389648438,188.20899963378906,85548900
2015-04-10,209.1999969482422,210.08999633789062,208.9600067138672,210.0399932861328,189.236083984375,72722900
2015-04-13,209.8699951171875,210.6300048828125,209.02999877929688,209.08999633789062,188.38021850585938,74436600
2015-04-14,208.85000610351562,209.7100067138672,208.10000610351562,209.49000549316406,188.7405548095703,75099900
2015-04-15,210.0500030517578,211.0399932861328,209.9499969482422,210.42999267578125,189.58743286132812,99529300
2015-04-16,210.02999877929688,210.97999572753906,209.7899932861328,210.3699951171875,189.53343200683594,68934900
2015-04-17,208.94000244140625,209.22999572753906,207.00999450683594,207.9499969482422,187.3530731201172,191113200
2015-04-20,209.05999755859375,210.25,208.9600067138672,209.85000610351562,189.06492614746094,92189500
2015-04-21,210.6699981689453,210.86000061035156,209.24000549316406,209.60000610351562,188.83969116210938,72559800
2015-04-22,210.00999450683594,210.85000610351562,208.89999389648438,210.6300048828125,189.7677001953125,78264600
2015-04-23,210.14999389648438,211.94000244140625,210.00999450683594,211.16000366210938,190.24517822265625,102585900
2015-04-24,211.66000366210938,211.97000122070312,211.11000061035156,211.64999389648438,190.68666076660156,61327400
2015-04-27,212.3300018310547,212.47999572753906,210.5399932861328,210.77000427246094,189.893798828125,79358100
2015-04-28,210.74000549316406,211.5,209.3300018310547,211.44000244140625,190.49745178222656,86863500
2015-04-29,210.3699951171875,211.2899932861328,209.60000610351562,210.57000732421875,189.71363830566406,125684900
2015-04-30,209.8800048828125,210.35000610351562,207.6199951171875,208.4600067138672,187.81260681152344,161304900
2015-05-01,209.39999389648438,210.77000427246094,209.27999877929688,210.72000122070312,189.84877014160156,103399700
2015-05-04,211.22999572753906,212.02000427246094,211.10000610351562,211.32000732421875,190.3893280029297,70927200
2015-05-05,211.02999877929688,211.4600067138672,208.72999572753906,208.89999389648438,188.20899963378906,113326200
2015-05-06,209.55999755859375,209.92999267578125,206.75999450683594,208.0399932861328,187.4342041015625,135060200
2015-05-07,207.9199981689453,209.3800048828125,207.52000427246094,208.8699951171875,188.1820068359375,88244900
2015-05-08,210.8800048828125,211.86000061035156,210.77999877929688,211.6199951171875,190.65963745117188,155877300
2015-05-11,211.57000732421875,211.88999938964844,210.52000427246094,210.61000061035156,189.74966430664062,75708100
2015-05-12,209.61000061035156,210.6300048828125,208.6199951171875,209.97999572753906,189.1820526123047,119727600
2015-05-13,210.47000122070312,211.22000122070312,209.74000549316406,210.02000427246094,189.21810913085938,94667900
2015-05-14,211.24000549316406,212.32000732421875,210.91000366210938,212.2100067138672,191.1912078857422,95934000
2015-05-15,212.44000244140625,212.61000061035156,211.86000061035156,212.44000244140625,191.39842224121094,76510100
2015-05-18,212.24000549316406,213.39999389648438,212.16000366210938,213.10000610351562,191.99302673339844,74549700
2015-05-19,213.24000549316406,213.57000732421875,212.69000244140625,213.02999877929688,191.9299774169922,72114600
2015-05-20,213.14999389648438,213.77999877929688,212.5,212.8800048828125,191.79483032226562,76857500
2015-05-21,212.7100067138672,213.75,212.50999450683594,213.5,192.35340881347656,64764600
2015-05-22,213.0399932861328,213.5399932861328,212.91000366210938,212.99000549316406,191.89393615722656,57433500
2015-05-26,212.39999389648438,212.91000366210938,210.1999969482422,210.6999969482422,189.83071899414062,124308600
2015-05-27,211.25,212.97999572753906,210.75999450683594,212.6999969482422,191.6326446533203,93214000
2015-05-28,212.3300018310547,212.58999633789062,211.6300048828125,212.4600067138672,191.41647338867188,74974600
2015-05-29,212.3800048828125,212.42999267578125,210.82000732421875,211.13999938964844,190.2271728515625,124919600
2015-06-01,211.94000244140625,212.33999633789062,210.6199951171875,211.57000732421875,190.6145782470703,93338800
2015-06-02,211.02000427246094,212.19000244140625,210.27000427246094,211.36000061035156,190.42538452148438,91531000
2015-06-03,212.0,212.6699981689453,211.3300018310547,211.9199981689453,190.9298858642578,87820900
2015-06-04,211.07000732421875,211.86000061035156,209.75,210.1300048828125,189.3172149658203,151882800
2015-06-05,209.9499969482422,210.5800018310547,208.97999572753906,209.77000427246094,188.99285888671875,121704700
2015-06-08,209.63999938964844,209.82000732421875,208.38999938964844,208.47999572753906,187.83065795898438,89063300
2015-06-09,208.4499969482422,209.10000610351562,207.69000244140625,208.4499969482422,187.80355834960938,105034700
2015-06-10,209.3699951171875,211.41000366210938,209.3000030517578,210.9499969482422,190.05596923828125,134551300
2015-06-11,211.47999572753906,212.08999633789062,211.1999969482422,211.6300048828125,190.6686248779297,73876400
2015-06-12,210.63999938964844,211.47999572753906,209.67999267578125,210.00999450683594,189.2091064453125,135382400
2015-06-15,208.63999938964844,209.4499969482422,207.7899932861328,209.11000061035156,188.39820861816406,124384200
2015-06-16,208.92999267578125,210.35000610351562,208.72000122070312,210.25,189.4253387451172,85308200
2015-06-17,210.58999633789062,211.32000732421875,209.36000061035156,210.58999633789062,189.7316436767578,126708600
2015-06-18,211.30999755859375,213.33999633789062,210.6300048828125,212.77999877929688,191.70474243164062,165867900
2015-06-19,211.4600067138672,211.5500030517578,210.36000061035156,210.80999755859375,190.85369873046875,130478700
2015-06-22,211.91000366210938,212.58999633789062,211.63999938964844,211.88999938964844,191.83148193359375,70696000
2015-06-23,212.13999938964844,212.44000244140625,211.57000732421875,212.0399932861328,191.96730041503906,68476800
2015-06-24,211.72000122070312,212.1699981689453,210.47000122070312,210.5,190.57305908203125,92307300
2015-06-25,211.10000610351562,211.25,209.77000427246094,209.86000061035156,189.99363708496094,97107400
2015-06-26,210.2899932861328,210.5800018310547,209.16000366210938,209.82000732421875,189.95741271972656,104174800
2015-06-29,208.0500030517578,209.8300018310547,205.3300018310547,205.4199981689453,185.97396850585938,202621300
2015-06-30,207.25999450683594,207.32000732421875,205.27999877929688,205.85000610351562,186.36325073242188,182925100
2015-07-01,207.72999572753906,208.02999877929688,206.55999755859375,207.5,187.85704040527344,135979900
2015-07-02,208.07000732421875,208.27000427246094,206.80999755859375,207.30999755859375,187.6850128173828,104373700
2015-07-06,205.77000427246094,207.64999389648438,205.52999877929688,206.72000122070312,187.15090942382812,117975400
2015-07-07,206.9600067138672,208.1699981689453,204.11000061035156,208.02000427246094,188.3278350830078,173820200
2015-07-08,206.4199981689453,206.75999450683594,204.25,204.52999877929688,185.16819763183594,164020100
2015-07-09,207.0399932861328,207.35000610351562,204.77000427246094,204.89999389648438,185.503173828125,144113100
2015-07-10,207.2899932861328,207.97999572753906,204.9499969482422,207.47999572753906,187.83892822265625,129456900
2015-07-13,208.99000549316406,209.89999389648438,208.94000244140625,209.77000427246094,189.9121551513672,106069400
2015-07-14,209.72000122070312,211.0500030517578,209.64999389648438,210.67999267578125,190.73602294921875,81709600
2015-07-15,210.72999572753906,211.27999877929688,210.0399932861328,210.61000061035156,190.6726531982422,97914100
2015-07-16,211.8699951171875,212.3000030517578,211.5800018310547,212.3000030517578,192.20265197753906,106683300
2015-07-17,212.2899932861328,212.5500030517578,211.8000030517578,212.47999572753906,192.36563110351562,89030000
2015-07-20,212.75,213.17999267578125,212.2100067138672,212.58999633789062,192.46519470214844,70446800
2015-07-21,212.42999267578125,212.74000549316406,211.38999938964844,211.75,191.70472717285156,77965000
2015-07-22,210.92999267578125,211.77000427246094,210.88999938964844,211.3699951171875,191.36070251464844,88667900
2015-07-23,211.52999877929688,211.64999389648438,209.75,210.17999267578125,190.2833251953125,90509100
2015-07-24,210.3000030517578,210.3699951171875,207.60000610351562,208.0,188.3097381591797,117755000
2015-07-27,206.94000244140625,207.5500030517578,206.25999450683594,206.7899932861328,187.21424865722656,132361100
2015-07-28,207.7899932861328,209.5,206.8000030517578,209.3300018310547,189.5138397216797,123544800
2015-07-29,209.47999572753906,211.0399932861328,209.30999755859375,210.77000427246094,190.81748962402344,105791300
2015-07-30,210.16000366210938,211.02000427246094,209.4199981689453,210.82000732421875,190.86277770996094,91304400
2015-07-31,211.4199981689453,211.4499969482422,210.16000366210938,210.5,190.57305908203125,103266900
2015-08-03,210.4600067138672,210.52999877929688,208.64999389648438,209.7899932861328,189.93023681640625,113965700
2015-08-04,209.6999969482422,210.25,208.8000030517578,209.3800048828125,189.55911254882812,81820800
2015-08-05,210.4499969482422,211.30999755859375,209.72999572753906,210.07000732421875,190.18374633789062,85786800
2015-08-06,210.2899932861328,210.4199981689453,207.64999389648438,208.35000610351562,188.62661743164062,116030800
2015-08-07,208.16000366210938,208.33999633789062,206.8699951171875,207.9499969482422,188.264404296875,117858000
2015-08-10,209.27999877929688,210.6699981689453,209.27999877929688,210.57000732421875,190.63644409179688,80270700
2015-08-11,208.97000122070312,209.47000122070312,207.75999450683594,208.6699981689453,188.91632080078125,126081400
2015-08-12,207.11000061035156,209.13999938964844,205.36000061035156,208.9199981689453,189.1426239013672,172123700
2015-08-13,208.72999572753906,209.5500030517578,208.00999450683594,208.66000366210938,188.9072265625,89383300
2015-08-14,208.42999267578125,209.50999450683594,208.25999450683594,209.4199981689453,189.59530639648438,72786500
2015-08-17,208.7100067138672,210.58999633789062,208.16000366210938,210.58999633789062,190.654541015625,79072600
2015-08-18,210.25999450683594,210.67999267578125,209.6999969482422,209.97999572753906,190.10227966308594,71692700
2015-08-19,209.08999633789062,210.00999450683594,207.35000610351562,208.32000732421875,188.5994110107422,172946000
2015-08-20,206.50999450683594,208.2899932861328,203.89999389648438,203.97000122070312,184.66122436523438,194327900
2015-08-21,201.72999572753906,203.94000244140625,197.52000427246094,197.8300018310547,179.10243225097656,346588500
2015-08-24,187.49000549316406,197.47999572753906,182.39999389648438,189.5,171.56100463867188,507244300
2015-08-25,195.42999267578125,195.4499969482422,186.9199981689453,187.27000427246094,169.54212951660156,369833100
2015-08-26,192.0800018310547,194.7899932861328,188.3699951171875,194.4600067138672,176.05148315429688,339257000
2015-08-27,197.02000427246094,199.4199981689453,195.2100067138672,199.27000427246094,180.40615844726562,274143900
2015-08-28,198.5,199.83999633789062,197.9199981689453,199.27999877929688,180.4152069091797,160414400
2015-08-31,198.11000061035156,199.1300048828125,197.00999450683594,197.6699981689453,178.95761108398438,163298800
2015-09-01,193.1199951171875,194.77000427246094,190.72999572753906,191.77000427246094,173.61611938476562,256000400
2015-09-02,194.6199951171875,195.4600067138672,192.4199981689453,195.41000366210938,176.9115447998047,160269300
2015-09-03,196.25999450683594,198.0500030517578,194.9600067138672,195.5500030517578,177.03829956054688,152087800
2015-09-04,192.85000610351562,193.86000061035156,191.61000061035156,192.58999633789062,174.35850524902344,207081000
2015-09-08,195.94000244140625,197.61000061035156,195.1699981689453,197.42999267578125,178.74029541015625,116025700
2015-09-09,199.32000732421875,199.47000122070312,194.35000610351562,194.7899932861328,176.35025024414062,149347700
2015-09-10,194.55999755859375,197.22000122070312,194.25,195.85000610351562,177.3098907470703,158611100
2015-09-11,195.3800048828125,196.82000732421875,194.52999877929688,196.74000549316406,178.11566162109375,119691200
2015-09-14,196.9499969482422,197.00999450683594,195.42999267578125,196.00999450683594,177.4547576904297,79452000
2015-09-15,196.61000061035156,198.99000549316406,195.9600067138672,198.4600067138672,179.6728057861328,113806200
2015-09-16,198.82000732421875,200.41000366210938,198.41000366210938,200.17999267578125,181.22998046875,99581600
2015-09-17,200.02000427246094,202.88999938964844,199.27999877929688,199.72999572753906,180.8225555419922,276046600
2015-09-18,195.7100067138672,198.67999267578125,194.9600067138672,195.4499969482422,177.86769104003906,223657500
2015-09-21,196.44000244140625,197.67999267578125,195.2100067138672,196.4600067138672,178.78684997558594,105726200
2015-09-22,193.8800048828125,194.4600067138672,192.55999755859375,193.91000366210938,176.46624755859375,153890900
2015-09-23,194.11000061035156,194.6699981689453,192.91000366210938,193.60000610351562,176.18408203125,92790600
2015-09-24,192.14999389648438,193.4499969482422,190.55999755859375,192.89999389648438,175.54702758789062,159378800
2015-09-25,194.63999938964844,195.0,191.80999755859375,192.85000610351562,175.50160217285156,155054800
2015-09-28,191.77999877929688,191.91000366210938,187.63999938964844,188.00999450683594,171.09695434570312,178515900
2015-09-29,188.27000427246094,189.74000549316406,186.92999267578125,188.1199951171875,171.19708251953125,159045600
2015-09-30,190.3699951171875,191.8300018310547,189.44000244140625,191.6300048828125,174.39134216308594,163452000
2015-10-01,192.0800018310547,192.49000549316406,189.82000732421875,192.1300048828125,174.84637451171875,131079000
2015-10-02,189.77000427246094,195.02999877929688,189.1199951171875,195.0,177.45816040039062,211003300
2015-10-05,196.4600067138672,198.74000549316406,196.3300018310547,198.47000122070312,180.61602783203125,126320800
2015-10-06,198.30999755859375,198.97999572753906,197.0,197.7899932861328,179.9971923828125,110274500
2015-10-07,198.89999389648438,199.8300018310547,197.47999572753906,199.41000366210938,181.471435546875,124307300
2015-10-08,198.9499969482422,201.5500030517578,198.58999633789062,201.2100067138672,183.10952758789062,153055200
2015-10-09,201.3800048828125,201.89999389648438,200.5800018310547,201.3300018310547,183.21871948242188,107069200
2015-10-12,201.4199981689453,201.75999450683594,200.91000366210938,201.52000427246094,183.3916473388672,56395600
2015-10-13,200.64999389648438,202.16000366210938,200.0500030517578,200.25,182.23590087890625,88038700
2015-10-14,200.17999267578125,200.8699951171875,198.94000244140625,199.2899932861328,181.3622283935547,99106200
2015-10-15,200.0800018310547,202.36000061035156,199.63999938964844,202.35000610351562,184.14695739746094,134142200
2015-10-16,202.8300018310547,203.2899932861328,201.9199981689453,203.27000427246094,184.9842071533203,114580100
2015-10-19,202.5,203.3699951171875,202.1300048828125,203.3699951171875,185.07521057128906,76523900
2015-10-20,202.85000610351562,203.83999633789062,202.5500030517578,203.11000061035156,184.838623046875,78448500
2015-10-21,203.61000061035156,203.7899932861328,201.64999389648438,201.85000610351562,183.69195556640625,102038000
2015-10-22,202.97999572753906,205.50999450683594,201.85000610351562,205.25999450683594,186.7952117919922,174911700
2015-10-23,207.25,207.9499969482422,206.3000030517578,207.50999450683594,188.8427734375,144442300
2015-10-26,207.3000030517578,207.3699951171875,206.55999755859375,207.0,188.37867736816406,69033000
2015-10-27,206.1999969482422,207.0,205.7899932861328,206.60000610351562,188.01466369628906,77905800
2015-10-28,207.0,208.97999572753906,206.2100067138672,208.9499969482422,190.1532440185547,135906700
2015-10-29,208.35000610351562,209.27000427246094,208.2100067138672,208.8300018310547,190.04403686523438,90525500
2015-10-30,209.05999755859375,209.44000244140625,207.74000549316406,207.92999267578125,189.22499084472656,131076900
2015-11-02,208.32000732421875,210.6199951171875,208.1699981689453,210.38999938964844,191.4637451171875,86270800
2015-11-03,209.97000122070312,211.66000366210938,209.6999969482422,211.0,192.01881408691406,95246100
2015-11-04,211.35000610351562,211.5,209.72000122070312,210.36000061035156,191.43638610839844,96224500
2015-11-05,210.42999267578125,210.97999572753906,209.08999633789062,210.14999389648438,191.2453155517578,78408700
2015-11-06,209.74000549316406,210.32000732421875,208.4600067138672,210.0399932861328,191.14515686035156,110471500
2015-11-09,209.30999755859375,209.49000549316406,206.9499969482422,208.0800018310547,189.3614959716797,131008700
2015-11-10,207.50999450683594,208.60000610351562,207.19000244140625,208.55999755859375,189.79833984375,75874600
2015-11-11,208.8800048828125,208.94000244140625,207.66000366210938,207.74000549316406,189.05213928222656,67846000
2015-11-12,206.5,207.05999755859375,204.82000732421875,204.83999633789062,186.41294860839844,121315200
2015-11-13,204.35000610351562,204.6699981689453,202.44000244140625,202.5399932861328,184.31983947753906,153577100
2015-11-16,202.32000732421875,205.69000244140625,202.17999267578125,205.6199951171875,187.12281799316406,117645200
2015-11-17,205.99000549316406,207.0399932861328,204.8800048828125,205.47000122070312,186.98629760742188,121123700
2015-11-18,206.0399932861328,208.89999389648438,205.99000549316406,208.72999572753906,189.95301818847656,121342500
2015-11-19,208.58999633789062,209.0500030517578,208.1999969482422,208.5500030517578,189.78924560546875,88220500
2015-11-20,209.4499969482422,210.1199951171875,208.86000061035156,209.30999755859375,190.4808349609375,94011500
2015-11-23,209.3800048828125,209.97999572753906,208.52000427246094,209.07000732421875,190.26248168945312,64931200
2015-11-24,207.8699951171875,209.8300018310547,207.41000366210938,209.35000610351562,190.51724243164062,98874400
2015-11-25,209.5,209.74000549316406,209.00999450683594,209.32000732421875,190.48995971679688,51980100
2015-11-27,209.42999267578125,209.8000030517578,208.86000061035156,209.55999755859375,190.7083740234375,37317800
2015-11-30,209.75,209.88999938964844,208.55999755859375,208.69000244140625,189.91661071777344,112822700
2015-12-01,209.44000244140625,210.82000732421875,209.11000061035156,210.67999267578125,191.72763061523438,97858400
2015-12-02,210.6199951171875,211.0,208.22999572753906,208.52999877929688,189.77101135253906,108441300
2015-12-03,208.8300018310547,209.14999389648438,204.75,205.61000061035156,187.11370849609375,166224200
2015-12-04,205.61000061035156,209.97000122070312,205.61000061035156,209.6199951171875,190.762939453125,192913900
2015-12-07,209.22999572753906,209.72999572753906,207.1999969482422,208.35000610351562,189.60720825195312,102027100
2015-12-08,206.49000549316406,208.2899932861328,205.77999877929688,206.9499969482422,188.33316040039062,103372400
2015-12-09,206.19000244140625,208.67999267578125,204.17999267578125,205.33999633789062,186.86798095703125,162401500
2015-12-10,205.4199981689453,207.42999267578125,205.13999938964844,205.8699951171875,187.35032653808594,116128900
2015-12-11,203.35000610351562,204.13999938964844,201.50999450683594,201.8800048828125,183.71925354003906,211173300
2015-12-14,202.07000732421875,203.0500030517578,199.9499969482422,202.89999389648438,184.64749145507812,182385200
2015-12-15,204.6999969482422,206.11000061035156,202.8699951171875,205.02999877929688,186.58590698242188,154069600
2015-12-16,206.3699951171875,208.38999938964844,204.8000030517578,208.02999877929688,189.3160400390625,197017000
2015-12-17,208.39999389648438,208.47999572753906,204.83999633789062,204.86000061035156,186.43116760253906,173092500
2015-12-18,202.77000427246094,202.92999267578125,199.8300018310547,200.02000427246094,183.10989379882812,251393500
2015-12-21,201.41000366210938,201.8800048828125,200.08999633789062,201.6699981689453,184.62039184570312,99094300
2015-12-22,202.72000122070312,203.85000610351562,201.5500030517578,203.5,186.2957305908203,111026200
2015-12-23,204.69000244140625,206.07000732421875,204.5800018310547,206.02000427246094,188.60263061523438,110987200
2015-12-24,205.72000122070312,206.3300018310547,205.4199981689453,205.67999267578125,188.29139709472656,48539600
2015-12-28,204.86000061035156,205.25999450683594,203.94000244140625,205.2100067138672,187.86109924316406,65899900
2015-12-29,206.50999450683594,207.7899932861328,206.47000122070312,207.39999389648438,189.865966796875,92640700
2015-12-30,207.11000061035156,207.2100067138672,205.75999450683594,205.92999267578125,188.52023315429688,63317700
2015-12-31,205.1300048828125,205.88999938964844,203.8699951171875,203.8699951171875,186.63442993164062,114877900
2016-01-04,200.49000549316406,201.02999877929688,198.58999633789062,201.02000427246094,184.0253448486328,222353500
2016-01-05,201.39999389648438,201.89999389648438,200.0500030517578,201.36000061035156,184.33660888671875,110845800
2016-01-06,198.33999633789062,200.05999755859375,197.60000610351562,198.82000732421875,182.01132202148438,152112600
2016-01-07,195.3300018310547,197.44000244140625,193.58999633789062,194.0500030517578,177.64459228515625,213436100
2016-01-08,195.19000244140625,195.85000610351562,191.5800018310547,191.9199981689453,175.69471740722656,209817200
2016-01-11,193.00999450683594,193.41000366210938,189.82000732421875,192.11000061035156,175.8686065673828,187941300
2016-01-12,193.82000732421875,194.5500030517578,191.13999938964844,193.66000366210938,177.28759765625,172330500
2016-01-13,194.4499969482422,194.86000061035156,188.3800048828125,188.8300018310547,172.86593627929688,221168900
2016-01-14,189.5500030517578,193.25999450683594,187.66000366210938,191.92999267578125,175.703857421875,240795600
2016-01-15,186.77000427246094,188.75999450683594,185.52000427246094,187.80999755859375,171.93215942382812,324846400
2016-01-19,189.9600067138672,190.11000061035156,186.1999969482422,188.05999755859375,172.16102600097656,195244400
2016-01-20,185.02999877929688,187.5,181.02000427246094,185.64999389648438,169.95477294921875,286547800
2016-01-21,186.2100067138672,188.8699951171875,184.63999938964844,186.69000244140625,170.90684509277344,195772900
2016-01-22,189.77999877929688,190.75999450683594,188.8800048828125,190.52000427246094,174.41305541992188,168319600
2016-01-25,189.9199981689453,190.14999389648438,187.41000366210938,187.63999938964844,171.77651977539062,130371700
2016-01-26,188.4199981689453,190.52999877929688,188.02000427246094,190.1999969482422,174.1201171875,141036800
2016-01-27,189.5800018310547,191.55999755859375,187.05999755859375,188.1300048828125,172.22508239746094,185681700
2016-01-28,189.9600067138672,190.1999969482422,187.16000366210938,189.11000061035156,173.12225341796875,143798800
2016-01-29,190.02000427246094,193.8800048828125,189.8800048828125,193.72000122070312,177.342529296875,210529300
2016-02-01,192.52999877929688,194.5800018310547,191.83999633789062,193.64999389648438,177.27841186523438,136061600
2016-02-02,191.9600067138672,191.97000122070312,189.5399932861328,190.16000366210938,174.0834503173828,182564900
2016-02-03,191.41000366210938,191.77999877929688,187.10000610351562,191.3000030517578,175.1271209716797,205054900
2016-02-04,190.7100067138672,192.75,189.9600067138672,191.60000610351562,175.4017333984375,139531800
2016-02-05,190.99000549316406,191.6699981689453,187.1999969482422,187.9499969482422,172.06033325195312,180788300
2016-02-08,185.77000427246094,186.1199951171875,182.8000030517578,185.4199981689453,169.74423217773438,191526700
